4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,8/10/10,3344
4-L ENGINEERING COMPANY INC,Repairs-Buildings,8/12/10,6386.42
4-L ENGINEERING COMPANY INC,Repairs-Buildings,8/12/10,80
4-L ENGINEERING COMPANY INC,Repairs-Buildings,8/12/10,710
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,8/26/10,975.89
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,8/26/10,1478.21
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,9/9/09,494.5
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,9/9/09,5139.74
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,9/9/09,6529.26
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,9/9/09,2261.75
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,9/9/09,605.52
4-L ENGINEERING COMPANY INC,Contract Labor,9/15/09,9975
4-L ENGINEERING COMPANY INC,Contract Labor,9/15/09,831
4-L ENGINEERING COMPANY INC,Contract Labor,9/15/09,2234
4-L ENGINEERING COMPANY INC,Contract Labor,9/15/09,1194
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,9/17/09,320
4-L ENGINEERING COMPANY INC,Service Contracts,9/29/09,710
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,10/8/09,1194
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,10/8/09,831
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,10/8/09,2234
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,10/8/09,710
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,10/20/09,23050
4-L ENGINEERING COMPANY INC,Service Contracts,10/27/09,170
4-L ENGINEERING COMPANY INC,Service Contracts,10/29/09,3344
4-L ENGINEERING COMPANY INC,Service Contracts,10/29/09,1752
4-L ENGINEERING COMPANY INC,Service Contracts,10/29/09,1752
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,11/10/09,2448.81
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,11/10/09,1752
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,11/10/09,3344
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,11/10/09,1194
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,11/10/09,831
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,11/10/09,2234
4-L ENGINEERING COMPANY INC,Service Contracts,11/12/09,710
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,11/24/09,786.95
4-L ENGINEERING COMPANY INC,Repairs-Buildings,12/1/09,1105.38
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,12/8/09,1194
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,12/8/09,2234
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,12/8/09,831
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,12/8/09,710
4-L ENGINEERING COMPANY INC,Service Contracts,12/15/09,1752
4-L ENGINEERING COMPANY INC,Service Contracts,12/15/09,3344
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,12/17/09,613.61
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,12/24/09,11795.8
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,1/12/10,215
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,1/12/10,3344
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,1/12/10,1752
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,1/12/10,2234
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,1/12/10,831
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,1/12/10,1194
4-L ENGINEERING COMPANY INC,Service Contracts,1/14/10,710
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,1/28/10,1083.8
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,2/9/10,560
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,2/9/10,1194
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,2/9/10,2234
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,2/9/10,831
4-L ENGINEERING COMPANY INC,Repairs-Buildings,2/11/10,5732.51
4-L ENGINEERING COMPANY INC,Repairs-Buildings,2/11/10,468.67
4-L ENGINEERING COMPANY INC,Repairs-Buildings,2/11/10,3344
4-L ENGINEERING COMPANY INC,Repairs-Buildings,2/11/10,1752
4-L ENGINEERING COMPANY INC,Service Contracts,2/16/10,710
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,3/2/10,4057.87
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,3/2/10,5728.66
4-L ENGINEERING COMPANY INC,Repairs-Physical Plant Equipment,3/2/10,6404.91
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,3/9/10,1194
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,3/9/10,831
4-L ENGINEERING COMPANY INC,Other Contracted Svces/Labor,3/9/10,2234
4-L ENGINEERING COMPANY INC,Service Contracts,3/11/10,710
4-L ENGINEERING COMPANY INC,Service Contracts,3/11/10,1752
4-L ENGINEERING COMPANY INC,Service Contracts,3/11/10,3344
4-L ENGINEERING COMPANY INC,Service Contracts,3/16/10,3344
5 STAR SPORTS CALENDAR LLC,Advertising,1/12/10,240
5 STAR SPORTS CALENDAR LLC,Advertising,1/12/10,240
5 STAR SPORTS CALENDAR LLC,Advertising,1/12/10,240
5 STAR SPORTS CALENDAR LLC,Advertising,3/30/10,240
5 STAR SPORTS CALENDAR LLC,Advertising,3/30/10,240
5 STAR SPORTS CALENDAR LLC,Advertising,3/30/10,240
5 STAR SPORTS CALENDAR LLC,Advertising,7/7/10,150
5 STAR SPORTS CALENDAR LLC,Advertising,7/7/10,150
911 SECURITY CAMERAS INC,Other Contracted Svces/Labor,1/5/10,37470
911 SECURITY CAMERAS INC,Other Contracted Svces/Labor,1/7/10,2500
911 SECURITY CAMERAS INC,Minor Equipment,7/27/10,3780
@COURIER,Other Contracted Svces/Labor,9/15/09,52.18
@COURIER,Other Contracted Svces/Labor,4/15/10,39.1
@COURIER,Postage & Freight,5/18/10,17.25
@COURIER,Other Contracted Svces/Labor,6/8/10,12.76
@COURIER,Other Contracted Svces/Labor,6/29/10,26.06
A & A CAR PARTS,Maintenance Supplies,11/17/09,86.49
A & A CAR PARTS,Maintenance Supplies,12/22/09,8.56
"A & B MANAGEMENT, INC",Refreshments,9/22/09,4185.94
"A & B MANAGEMENT, INC",Refreshments,11/10/09,477.4
"A & B MANAGEMENT, INC",Refreshments,11/10/09,1014.3
"A & B MANAGEMENT, INC",Official Functions,12/8/09,3486.42
"A & B MANAGEMENT, INC",Official Functions,1/20/10,1774.76
"A & B MANAGEMENT, INC",Refreshments,2/2/10,753.36
"A & B MANAGEMENT, INC",Miscellaneous,3/9/10,1305.45
"A & B MANAGEMENT, INC",Refreshments,3/11/10,479
"A & B MANAGEMENT, INC",Staff Development,4/20/10,3367.38
"A & B MANAGEMENT, INC",Staff Development,4/20/10,683.5
"A & B MANAGEMENT, INC",Promotional Activities,5/6/10,4551.15
"A & B MANAGEMENT, INC",Official Functions,6/10/10,419.76
"A & B MANAGEMENT, INC",Refreshments,6/15/10,150.29
"A & B MANAGEMENT, INC",Refreshments,6/15/10,418.48
"A & B MANAGEMENT, INC",Refreshments,6/15/10,1604.06
"A & B MANAGEMENT, INC",Refreshments,6/15/10,3690.84
"A & B MANAGEMENT, INC",Refreshments,7/7/10,185.88
"A & B MANAGEMENT, INC",Refreshments,7/7/10,129.5
"A & B MANAGEMENT, INC",Refreshments,7/7/10,194.89
"A & B MANAGEMENT, INC",Refreshments,7/7/10,91
"A & B MANAGEMENT, INC",Refreshments,7/7/10,542.5
"A & B MANAGEMENT, INC",Refreshments,7/7/10,367.5
"A & B MANAGEMENT, INC",Refreshments,7/7/10,218.5
"A & B MANAGEMENT, INC",Refreshments,7/7/10,178.5
"A & B MANAGEMENT, INC",Refreshments,7/7/10,122.5
"A & B MANAGEMENT, INC",Refreshments,7/7/10,484
"A & B MANAGEMENT, INC",Refreshments,7/7/10,164.5
"A & B MANAGEMENT, INC",Refreshments,7/7/10,108.5
"A & B MANAGEMENT, INC",Refreshments,7/7/10,147
"A & B MANAGEMENT, INC",Refreshments,7/7/10,146.5
"A & B MANAGEMENT, INC",Refreshments,7/27/10,135.5
"A & B MANAGEMENT, INC",Refreshments,7/27/10,126
"A & B MANAGEMENT, INC",Refreshments,7/27/10,484.5
"A & B MANAGEMENT, INC",Refreshments,7/27/10,91
"A & B MANAGEMENT, INC",Refreshments,7/27/10,158
"A & B MANAGEMENT, INC",Refreshments,7/27/10,138.5
"A & B MANAGEMENT, INC",Official Functions,7/29/10,6068.45
"A & B MANAGEMENT, INC",Official Functions,7/29/10,93
"A & B MANAGEMENT, INC",Official Functions,7/29/10,470.5
"A & B MANAGEMENT, INC",Refreshments,8/5/10,138
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,9/3/09,84.38
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,9/9/09,94.28
A & W BEARINGS & SUPPLY CO INC,Clearing - AP,9/9/09,-80.88
A & W BEARINGS & SUPPLY CO INC,Clearing - AP,9/9/09,80.88
A & W BEARINGS & SUPPLY CO INC,Repairs-Buildings,9/22/09,80.88
A & W BEARINGS & SUPPLY CO INC,Repairs-Buildings,9/22/09,103.16
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,12/15/09,158.94
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,12/22/09,274.68
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,1/7/10,41.55
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,1/7/10,143.42
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,1/14/10,50
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,2/9/10,228.9
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,2/23/10,45.78
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,4/1/10,389.67
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,4/29/10,14.84
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,5/4/10,89.62
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,5/4/10,26.21
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,5/13/10,10.46
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,6/24/10,94.61
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,7/15/10,199.64
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,8/3/10,56.61
A & W BEARINGS & SUPPLY CO INC HVAC,Supplies,8/19/10,206.96
A BETTER ANSWER INC,Other Contracted Svces/Labor,9/24/09,1669.09
A BETTER ANSWER INC,Other Contracted Svces/Labor,10/27/09,1269.02
A BETTER ANSWER INC,Other Contracted Svces/Labor,12/3/09,2020.3
A BETTER ANSWER INC,Other Contracted Svces/Labor,12/15/09,1100.46
A BETTER ANSWER INC,Other Contracted Svces/Labor,1/28/10,1054.18
A BETTER ANSWER INC,Other Contracted Svces/Labor,2/18/10,1394.84
A BETTER ANSWER INC,Other Contracted Svces/Labor,3/25/10,996.48
A BETTER ANSWER INC,Other Contracted Svces/Labor,4/15/10,808.17
A BETTER ANSWER INC,Other Contracted Svces/Labor,5/4/10,986.06
A BETTER ANSWER INC,Other Contracted Svces/Labor,6/17/10,911.9
A BETTER ANSWER INC,Other Contracted Svces/Labor,6/29/10,1025.72
A BETTER ANSWER INC,Other Contracted Svces/Labor,8/12/10,1301.87
A BETTER ANSWER INC,Other Contracted Svces/Labor,8/26/10,1136.81
A BRIGHT BEGINNING,Other Contracted Svces/Labor,11/10/09,284
A BRIGHT BEGINNING,Other Contracted Svces/Labor,11/10/09,212
A BRIGHT BEGINNING,Other Contracted Svces/Labor,11/10/09,284
A BRIGHT BEGINNING,Other Contracted Svces/Labor,12/10/09,284
A BRIGHT BEGINNING,Other Contracted Svces/Labor,1/14/10,284
A BRIGHT BEGINNING,Other Contracted Svces/Labor,1/26/10,284
A BRIGHT BEGINNING,Other Contracted Svces/Labor,1/26/10,284
A BRIGHT BEGINNING,Other Contracted Svces/Labor,3/3/10,340
A DAIGGER & CO INC,Minor Equipment,9/3/09,3015
A DAIGGER & CO INC,Minor Equipment,9/3/09,504
A DAIGGER & CO INC,Minor Equipment,9/9/09,2199
A DAIGGER & CO INC,Classroom Supplies,9/15/09,170.5
A DAIGGER & CO INC,Classroom Supplies,9/15/09,-64.3
A DAIGGER & CO INC,Classroom Supplies,9/15/09,835.3
A DAIGGER & CO INC,Non-Inv Equipment,9/22/09,730
A DAIGGER & CO INC,Non-Inv Equipment,9/22/09,7390
A DAIGGER & CO INC,Classroom Supplies,9/24/09,166
A DAIGGER & CO INC,Non-Inv Equipment,10/15/09,534
A DAIGGER & CO INC,Non-Inv Equipment,10/29/09,178
A DAIGGER & CO INC,Office Supplies,2/25/10,26.62
A DAIGGER & CO INC,Classroom Supplies,5/20/10,160
A ROUTSIS ASSOCIATES INC,Minor Software,10/8/09,3994
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,10/6/09,50
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,11/5/09,61.5
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,11/5/09,61.5
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,11/5/09,1450
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,2/2/10,61.5
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,2/4/10,61.5
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,3/9/10,123
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,4/8/10,123
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,5/11/10,123
A TOUCH OF HEAVEN FLORAL DESIG,Official Functions,5/25/10,495
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,7/27/10,61.5
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,8/3/10,61.5
A TOUCH OF HEAVEN FLORAL DESIG,Miscellaneous,8/31/10,187.5
A&B SUPPLY INC,Maintenance Supplies,9/3/09,149.11
A&B SUPPLY INC,Maintenance Supplies,9/15/09,10.6
A&B SUPPLY INC,Maintenance Supplies,9/15/09,1.75
A&B SUPPLY INC,Maintenance Supplies,9/15/09,4.7
A&B SUPPLY INC,Classroom Supplies,10/6/09,22.98
A&B SUPPLY INC,Maintenance Supplies,10/20/09,8
A&B SUPPLY INC,Maintenance Supplies,10/20/09,5.9
A&B SUPPLY INC,Vet. Tech Supplies-Farm Animals,11/17/09,11.68
A&B SUPPLY INC,Vet. Tech Supplies-Farm Animals,11/24/09,16.81
A&B SUPPLY INC,Maintenance Supplies,4/20/10,6.28
A&B SUPPLY INC,Maintenance Supplies,5/18/10,12.58
A&B SUPPLY INC,Maintenance Supplies,5/18/10,27
A&B SUPPLY INC,Maintenance Supplies,5/18/10,38.7
A&B SUPPLY INC,Maintenance Supplies,5/20/10,37.68
A&B SUPPLY INC,Maintenance Supplies,6/15/10,13.16
A&B SUPPLY INC,Maintenance Supplies,6/15/10,23.92
A&B SUPPLY INC,Maintenance Supplies,6/15/10,8.56
A&B SUPPLY INC,Maintenance Supplies,8/10/10,40.29
A-1 FREEMAN NORTH AMERICAN,Maintenance Supplies,9/17/09,522.5
A-1 FREEMAN NORTH AMERICAN,Maintenance Supplies,10/15/09,522.5
A-1 FREEMAN NORTH AMERICAN,Maintenance Supplies,10/22/09,522.5
A-1 FREEMAN NORTH AMERICAN,Maintenance Supplies,11/5/09,522.5
A-1 FREEMAN NORTH AMERICAN,Maintenance Supplies,1/14/10,785
A-1 FREEMAN NORTH AMERICAN,Maintenance Supplies,5/11/10,530.34
A-1 FREEMAN NORTH AMERICAN,Maintenance Supplies,6/10/10,785
A-PLUS EVENTS LLC,Official Functions,1/28/10,290
A-PLUS EVENTS LLC,Official Functions,3/18/10,314
A-PLUS EVENTS LLC,Official Functions,6/29/10,300
A-SIGN COMPANY,Maintenance Supplies,7/1/10,672.28
A. J. LAUNDERBACK,Athletic Officials,11/17/09,100
A.C.I.S.,Repairs-Physical Plant Equipment,4/20/10,3891
A.C.I.S.,Service Contracts,5/4/10,3390
A.C.I.S.,Repairs-Buildings,5/11/10,255
A.C.I.S.,Repairs-Physical Plant Equipment,5/25/10,8755
A.C.I.S.,Repairs-Physical Plant Equipment,5/27/10,10165
A.C.I.S.,Repairs-Physical Plant Equipment,6/15/10,3713
A.C.I.S.,Repairs-Physical Plant Equipment,7/1/10,310
A.C.I.S.,Repairs-Physical Plant Equipment,7/7/10,1593
A.C.I.S.,Repairs-Physical Plant Equipment,8/12/10,2039
AAA SAND & STONE,Maintenance Supplies,10/22/09,493
AABHE,Travel-Out of Area,1/20/10,492.97
AACA,Minor Equipment,9/9/09,4310.25
AACA,Classroom Supplies,9/17/09,187.01
AACA,Classroom Supplies,10/1/09,1414.08
AACA,Classroom Supplies,10/22/09,279.15
AACA,Classroom Supplies,10/22/09,-13.75
AACA,Classroom Supplies,11/12/09,161.69
AACA,Classroom Supplies,11/17/09,510.11
AACA,Classroom Supplies,12/10/09,257.54
AACA,Classroom Supplies,3/11/10,57.25
AACA,Classroom Supplies,3/11/10,2550.16
AACA,Classroom Supplies,3/16/10,156.46
AACA,Classroom Supplies,3/18/10,29.83
AACA,Classroom Supplies,3/25/10,466.02
AACA,Classroom Supplies,3/25/10,106.68
AACA,Classroom Supplies,4/15/10,57.55
AACA,Classroom Supplies,6/29/10,501.99
AACA,Classroom Supplies,7/27/10,433.23
AACA,Classroom Supplies,7/27/10,-13.05
AACC CONVENTION,Promotional Activities,1/7/10,1495
AACC CONVENTION,Travel-Out of Area,3/18/10,630
AACC CONVENTION,Travel-Out of Area,3/30/10,830
AACC CONVENTION,Travel-Out of Area,4/13/10,730
AACC CONVENTION,Travel-Out of Area,5/18/10,100
AACC PRESIDENTS ACADEMY,Travel-Out of Area,2/16/10,930
AACC/CCSN,Advertising,9/9/09,2750
AACC/CCSN,Memberships,11/19/09,64680
AACC/CCSN,Travel-Out of Area,1/14/10,500
AACC/CCSN,Travel-Out of Area,1/14/10,500
AACC/CCSN,Travel-Out of Area,1/14/10,500
AACC/CCSN,Travel-Out of Area,1/14/10,500
AACC/CCSN,Travel-Out of Area,1/14/10,500
AACC/CCSN,Travel-Out of Area,1/14/10,500
AACC/CCSN,Travel-Out of Area,1/14/10,500
AACC/CCSN,Travel-Out of Area,1/14/10,500
AACC/CCSN,Travel-Out of Area,1/14/10,500
AACC/CCSN,Travel-Out of Area,1/14/10,650
AACC/CCSN,Travel-Out of Area,1/14/10,650
AACC/CCSN,Travel-Out of Area,3/2/10,730
AACC/CCSN,Travel-Out of Area,3/9/10,730
AACC/CCSN,Travel-Out of Area,3/11/10,630
AACE,Travel-Out of Area,9/29/09,495
AACRAO,Memberships,10/27/09,812
AACRAO,Travel-In Area,11/3/09,400
AACRAO,Memberships,1/26/10,812
AACRAO,Office Supplies,2/9/10,62.5
AACRAO,Travel-Out of Area,2/18/10,475
AACRAO,Travel-Out of Area,2/23/10,475
AACRAO,"Books, Booklets & Tapes",3/16/10,220
AACRAO,Memberships,6/10/10,406
AACRAO,Memberships,7/15/10,1015
AACRAO,Prepaid Expenditures,8/17/10,1218
AADVANTAGE LAUNDRY SYSTEMS,Repairs-Other,4/29/10,207.5
AAF INTERNATIONAL HVAC,Supplies,9/9/09,988.8
AAF INTERNATIONAL,Maintenance Supplies,12/10/09,532.8
AAF INTERNATIONAL HVAC,Supplies,4/15/10,344.4
AAF INTERNATIONAL HVAC,Supplies,6/24/10,1390.32
AAF INTERNATIONAL,Maintenance Supplies,8/5/10,3313.46
AAF INTERNATIONAL,Maintenance Supplies,8/5/10,3529.56
AAFPE HEADQUARTERS,Memberships,12/15/09,450
AAHHE,Travel-Out of Area,2/2/10,450
"AARON BROTHERS, INC.",Departmental Supplies,5/6/10,203.88
AARON D. PALMER,Other Contracted Svces/Labor,5/20/10,100
AARON M. YOUNG,Athletic Officials,4/22/10,125
AASCU,Prepaid Expenditures,7/15/10,475
AASHE,Memberships,11/19/09,2700
AASHE,Memberships,1/14/10,650
AASHE,Promotional Activities,2/2/10,650
AASHE,Service Contracts,7/15/10,900
AASHE,Prepaid Expenditures,7/20/10,350
AASHE,Prepaid Expenditures,8/19/10,400
AASHE,Prepaid Expenditures,8/31/10,410
AASHE,Prepaid Expenditures,8/31/10,350
AASTRA USA INC,Telephone-Local Service,9/3/09,781.8
AASTRA USA INC,Other Contracted Svces/Labor,9/22/09,265
AASTRA USA INC,Info. Tech.-Equipment Amortization,11/12/09,16668.8
AASTRA USA INC,Info. Tech.-Equipment Amortization,11/12/09,-21398.4
AASTRA USA INC,Info. Tech.-Equipment Amortization,11/12/09,285.75
AASTRA USA INC,Info. Tech.-Equipment Amortization,11/12/09,28900
AASTRA USA INC,Info. Tech.-Equipment Amortization,11/12/09,780
AASTRA USA INC,Info. Tech.-Equipment Amortization,11/12/09,780
AASTRA USA INC,Info. Tech.-Equipment Amortization,11/12/09,23808
AASTRA USA INC,Telephone-Local Service,11/25/09,780
AASTRA USA INC,Info. Tech.-Maintenance & Repair,12/10/09,26414.43
AASTRA USA INC,Info. Tech.-Maintenance & Repair,12/10/09,2160.57
AASTRA USA INC,Info. Tech.-Maintenance & Repair,12/10/09,27010.98
AASTRA USA INC,Info. Tech.-Maintenance & Repair,12/15/09,26414.43
AASTRA USA INC,Minor Equipment,12/22/09,4171.75
AASTRA USA INC,Minor Equipment,12/22/09,3688.9
